Year(4)-CountyCode(2)-MunicipalityCode(2)-CaseNumber,County Name,Municipality Name,Crash Date,Crash Day of Week,Crash Time,Police Department Code,Police Department,Police Station,Total Killed,Total Injured,Pedestrians Killed,Pedestrians Injured,Severity,Intersection,Alcohol Involved,Hazmat Involved,Crash Type,Total Vehicles,Location,Location Direction,Route,Route Suffix,Std Rte Identifier,MilePost,Road System,Road Character,Road Horizontal Alignment,Road Grade,Road Surface Type,Surface Condition,Light Condition,Environmental Condition,Road Divided By,Temporary Traffic Control Zone,Distance To Cross Street,Unit Of Measurement,Direction From Cross Street,Cross Street Name,Is Ramp,Ramp To/From Route Name,Ramp To/From Route Direction,Posted Speed,Posted Speed Cross Street,First Harmful Event,Latitude,Longitude,Cell Phone In Use Flag,Other Property Damage,Reporting Badge No.
2019130319AP01107,MONMOUTH,ASBURY PARK CITY,01/12/2019,SA,2202,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,3,PARK AVE **,N,,,13031020__,.32,07,,01,04,02,01,00,01,05,01,30,FE,N,SUNSET AVE,,,,25,25,26,,,N,,83274
2019130319AP01338,MONMOUTH,ASBURY PARK CITY,01/15/2019,TU,1438,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,14,1,MEMORIAL DR,N,,,13031009__,.00,07,,01,04,02,01,01,01,05,01,,AT,,MUNROE AVE,,,,30,25,26,40.219150,74.013600,N,,83221
2019130319AP01415,MONMOUTH,ASBURY PARK CITY,01/16/2019,WE,1353,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,02,2,DRURY LN,S,,,,,07,,02,04,02,01,01,05,05,01,500,FE,N,SUNSET AVE,,,,25,25,26,40.228370,74.012260,N,,83221
2019130319AP01600,MONMOUTH,ASBURY PARK CITY,01/18/2019,FR,1250,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,4,SPRINGWOOD AVE **,W,,,13341045__,1.00,07,,01,04,02,02,01,05,04,01,25,FE,W,DEWITT AVE,,,,25,25,26,,,N,,
2019130319AP01606,MONMOUTH,ASBURY PARK CITY,01/18/2019,FR,1332,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,01,4,SUNSET AVE,E,,,13031365__,.79,07,,01,04,02,02,01,02,04,01,10,FE,E,LANGFORD ST,,,,25,25,26,40.227720,74.013090,N,,
2019130319AP01689,MONMOUTH,ASBURY PARK CITY,01/19/2019,SA,0009,01,ASBURY PARK PD,,0,0,0,0,P,I,Y,N,13,1,COOKMAN AVE,,,,13031052__,.54,07,,01,04,02,01,06,01,04,01,,AT,E,BOND ST,,,,25,25,26,,,N,,83285
2019130319AP01751,MONMOUTH,ASBURY PARK CITY,01/19/2019,SA,1807,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,NJ 71,S,71,,00000071__,8.43,02,,01,04,02,02,06,02,04,,,AT,,1ST AVE,,,,25,25,26,40.221430,74.011430,N,,83279
2019130319AP01793,MONMOUTH,ASBURY PARK CITY,01/20/2019,SU,0146,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,GRAND AVE **,N,,,13031048__,.47,07,,01,04,02,02,06,02,04,01,,AT,,THIRD AVE,,,,25,25,26,,,N,,83275
2019130319AP01890,MONMOUTH,ASBURY PARK CITY,01/21/2019,MO,1456,01,ASBURY PARK PD,,0,1,0,0,I,I,N,N,03,2,MEMORIAL DR,S,,,13031009__,.00,07,,01,04,02,01,01,01,05,01,,AT,,MUNROE AVE,,,,30,25,26,40.219150,74.013600,N,,83221
2019130319AP02018,MONMOUTH,ASBURY PARK CITY,01/23/2019,WE,0959,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,02,2,KINGSLEY ST,S,,,,,07,,01,04,02,01,01,01,05,01,,AT,,SEVENTH AVE,,,,25,25,26,40.227060,73.999560,N,,?
2019130319AP02052,MONMOUTH,ASBURY PARK CITY,01/23/2019,WE,1517,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,01,2,MONMOUTH COUNTY 16,E,16,,13000016__,5.50,05,,01,04,02,01,01,01,04,,1,FE,S,RIDGE AVE,,,,25,25,26,40.223380,74.026000,N,,83207
2019130319AP02088,MONMOUTH,ASBURY PARK CITY,01/24/2019,TH,0621,01,ASBURY PARK PD,,0,1,0,1,I,I,N,N,13,1,MONMOUTH COUNTY 40 A,N,40,A,13000040A_,.31,05,,01,04,02,02,02,02,05,01,,AT,,SPRINGWOOD AVE,,,,30,25,22,40.214860,74.015660,N,,83221
2019130319AP02094,MONMOUTH,ASBURY PARK CITY,01/24/2019,TH,0957,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,02,2,MONMOUTH COUNTY 16,E,16,,13000016__,6.15,05,,01,04,02,02,01,02,04,01,,AT,,MEMORIAL DR,,,,25,30,26,,,N,,83272
2019130319AP02118,MONMOUTH,ASBURY PARK CITY,01/24/2019,TH,1645,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,CHURCH ST **,N,,,13031030__,.00,07,,01,04,02,02,02,01,,,3,FE,S,CR 16 / ASBURY AVE,,,,25,25,26,40.221720,74.019820,N,,83207
2019130319AP02189,MONMOUTH,ASBURY PARK CITY,01/25/2019,FR,1416,01,ASBURY PARK PD,1303,0,0,0,0,P,B,N,N,06,2,COMSTOCK ST **,N,,,13031012__,.13,07,,01,04,01,01,01,01,05,01,50,FE,N,SUNSET AVE,,,,25,25,28,,,N,,83232
2019130319AP02251,MONMOUTH,ASBURY PARK CITY,01/25/2019,FR,2207,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,RIDGE AVENUE,S,,,,,07,,01,04,02,01,07,01,05,,35,FE,S,CR 16,,,,25,25,28,40.223150,74.024940,N,VEHICLE STRUCK FENCE OF 1601 SEWALL AVENUE.,83288
2019130319AP02281,MONMOUTH,ASBURY PARK CITY,01/26/2019,SA,0207,01,ASBURY PARK PD,,0,1,0,0,I,I,N,N,03,2,MEMORIAL DR,N,,,13031009__,.00,07,,01,04,02,01,07,01,04,,,AT,,MUNROE AVE,,,,30,25,26,40.220270,74.013210,N,,83288
2019130319AP024227,MONMOUTH,ASBURY PARK CITY,08/06/2019,TU,1911,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,BANGS AVE,E,,,13031083__,.15,07,,01,04,02,01,01,01,04,01,,AT,,DEWITT AVE,,,,25,25,26,,,N,,83289
2019130319AP02437,MONMOUTH,ASBURY PARK CITY,01/27/2019,SU,1300,01,ASBURY PARK PD,,0,1,0,0,I,B,N,N,08,2,FIRST AVE **,E,,,13031001__,.33,07,,01,04,02,,01,01,05,,100,FE,W,LANGFORD ST,,,,25,25,26,,,N,,83278
2019130319AP02581,MONMOUTH,ASBURY PARK CITY,01/29/2019,TU,0754,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,04,2,FOURTH AVE **,N,,,13031080__,.00,07,,01,04,02,01,01,05,05,01,,AT,,RIDGE AVE,,,,25,25,26,40.224980,74.026600,N,,83221
2019130319AP02764,MONMOUTH,ASBURY PARK CITY,01/31/2019,TH,0745,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,WASHINGTON AVE **,W,,,13031053__,.15,07,,01,04,02,01,06,01,05,,10,FE,W,JERSEY ST,,,,25,25,28,40.220280,74.022910,N,,83213
2019130319AP02864,MONMOUTH,ASBURY PARK CITY,02/01/2019,FR,1406,01,ASBURY PARK PD,,0,1,0,0,I,B,N,N,01,2,PINE ST **,S,,,13031007__,.00,07,,01,04,02,02,01,03,05,01,15,FE,S,MUNROE AVE,,,,25,25,26,,,N,,83272
2019130319AP02970,MONMOUTH,ASBURY PARK CITY,02/02/2019,SA,0238,01,ASBURY PARK PD,,0,0,0,0,P,B,Y,N,06,2,BORDEN AVE **,S,,,13031044__,,07,,01,04,02,01,06,01,,,,,,,,,,25,,26,,,N,,83286
2019130319AP02989,MONMOUTH,ASBURY PARK CITY,02/02/2019,SA,1235,01,ASBURY PARK PD,1303,0,0,0,0,P,B,N,N,02,2,SUMMERFIELD AVE **,E,,,13031055__,,07,,01,04,01,01,01,01,05,,50,FE,W,NJ 71,,,,25,30,26,,,N,,83232
2019130319AP03191,MONMOUTH,ASBURY PARK CITY,02/04/2019,MO,1416,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,08,3,PROSPECT AVE **,,,,13031042__,.49,07,,01,04,02,01,01,01,05,01,100,FE,W,MUNROE AVE,,,,25,25,26,,,N,,
2019130319AP03273,MONMOUTH,ASBURY PARK CITY,02/05/2019,TU,0931,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,3,THIRD AVE,W,,,,,07,,01,04,02,01,01,01,05,01,,AT,,RIDGE AVE,,,,25,25,26,40.219610,74.024990,N,(1) CURB ALONG RIDGE AVE S/E CORNER. (2) RETAINING WALL TO 1708 THIRD AVE,
2019130319AP03332,MONMOUTH,ASBURY PARK CITY,02/05/2019,TU,1745,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,MEMORIAL DR,N,,,13031009__,.22,07,,01,04,02,01,06,01,04,01,,AT,,3RD AVE,,,,30,25,26,,,N,,83263
2019130319AP03530,MONMOUTH,ASBURY PARK CITY,02/07/2019,TH,1946,01,ASBURY PARK PD,APPD,0,0,0,0,P,B,N,N,06,2,WASHINGTON AVE **,W,,,13031053__,.31,07,,01,04,02,01,06,01,05,,200,FE,E,RIDGE AVE,,,,25,25,,,,N,,83282
2019130319AP03533,MONMOUTH,ASBURY PARK CITY,02/07/2019,TH,1956,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,FOURTH AVE **,W,,,13031003__,.83,07,,01,04,02,01,07,04,05,01,,AT,,MEMORIAL DR,,,,25,30,26,,,N,,83255
2019130319AP03831,MONMOUTH,ASBURY PARK CITY,02/10/2019,SU,0154,01,ASBURY PARK PD,1 MUNICIPAL PLZ,0,0,0,0,P,B,N,N,99,2,ASBURY AVE **,,,,13031091__,.39,07,,01,04,01,01,04,01,,01,10,FE,W,BERGH ST,,,,30,25,00,40.218980,74.005230,N,CITY STREET LIGHT AND TIRE,83262
2019130319AP03963,MONMOUTH,ASBURY PARK CITY,02/11/2019,MO,1714,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,05,2,NJ 71,S,71,,00000071__,7.99,02,,01,04,02,01,01,01,04,01,50,FE,N,SPRINGWOOD AVE / LAKE AVE,,,,30,25,26,,,N,,83246
2019130319AP03984,MONMOUTH,ASBURY PARK CITY,02/11/2019,MO,2202,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,02,2,NJ 71,,71,,00000071__,8.43,02,,01,04,02,01,06,01,,,,AT,,1ST AVE,,,,30,25,26,,,N,,83286
2019130319AP04096,MONMOUTH,ASBURY PARK CITY,02/13/2019,WE,1755,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,01,2,NJ 71,S,71,,00000071__,8.25,02,,01,04,02,01,07,01,04,,25,FE,N,MONROE AVE,,,,30,25,26,,,N,,83246
2019130319AP04259,MONMOUTH,ASBURY PARK CITY,02/15/2019,FR,1257,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,BANGS AVE,E,,,13031083__,.15,07,,01,04,02,01,01,01,04,,,AT,,DEWITT AVE,,,,25,25,26,40.218900,74.022810,N,,83213
2019130319AP04265,MONMOUTH,ASBURY PARK CITY,02/15/2019,FR,1353,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,3,SEWALL AVE **,W,,,13031039__,.01,07,,01,04,02,01,01,01,04,02,25,FE,,MEMORIAL DR,,,,25,30,28,,,N,,83272
2019130319AP04268,MONMOUTH,ASBURY PARK CITY,02/15/2019,FR,1703,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,LAKE AVE,,,,13031085__,.32,07,,01,04,02,01,01,01,04,,30,FE,S,GRAND AVE,,,,25,,28,,,N,,83131
2019130319AP04427,MONMOUTH,ASBURY PARK CITY,02/16/2019,SA,2137,01,ASBURY PARK PD,APPD,0,0,0,0,P,B,N,N,08,2,LAKE AVE,,,,13031085__,.00,07,,01,04,02,01,05,01,05,01,300,FE,W,NJ 71 / MAIN ST,,,,25,25,26,40.215650,74.009660,N,,83277
2019130319AP04523,MONMOUTH,ASBURY PARK CITY,02/17/2019,SU,1610,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,PINE ST **,S,,,13031007__,.01,07,,01,04,02,01,01,01,,,30,FE,N,MUNROE AVE,,,,25,25,,,,N,,83226
2019130319AP04674,MONMOUTH,ASBURY PARK CITY,02/19/2019,TU,1425,01,ASBURY PARK PD,,0,1,0,0,I,B,Y,N,06,3,MONMOUTH COUNTY 16,W,16,,13000016__,5.63,05,,01,04,02,01,01,01,,,100,FE,W,PROSPECT AVE,,,,25,25,26,40.222740,74.022990,N,,
2019130319AP04729,MONMOUTH,ASBURY PARK CITY,02/20/2019,WE,1219,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,MEMORIAL DR,,,,13031009__,.22,07,,01,04,02,03,01,03,05,,,AT,,3RD AVE,,,,25,25,26,40.223810,74.011940,N,,83150
2019130319AP04730,MONMOUTH,ASBURY PARK CITY,02/20/2019,WE,1220,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,GRAND AVE **,S,,,13031048__,1.01,07,,01,06,02,03,01,03,04,01,50,FE,N,NJ 71 / DEAL LAKE DR,,,,25,25,,40.229880,74.004200,N,,83131
2019130319AP04732,MONMOUTH,ASBURY PARK CITY,02/20/2019,WE,1231,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,01,2,MONMOUTH COUNTY 16,W,16,,13000016__,5.50,05,,01,04,02,03,01,03,,,2,FE,E,RIDGE AVE,,,,25,25,26,40.223030,74.024360,N,,83207
2019130319AP04733,MONMOUTH,ASBURY PARK CITY,02/20/2019,WE,1313,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,3,FOURTH AVE **,W,,,13031003__,.63,07,,01,04,02,03,01,03,05,01,20,FE,W,COMSTOCK ST,,,,25,25,28,,,N,,
2019130319AP04736,MONMOUTH,ASBURY PARK CITY,02/20/2019,WE,1331,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,01,2,FOURTH AVE **,W,,,13031003__,.33,07,,02,04,02,03,01,03,,,100,FE,E,JEFFREY ST,,,,25,,26,40.226680,74.020020,N,SLIGHT DAMAGE TO JC POLE 586 AP,83185
2019130319AP04771,MONMOUTH,ASBURY PARK CITY,02/21/2019,TH,0826,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,EMORY ST **,N,,,13031019__,,07,,01,04,02,02,00,01,05,,40,FE,S,FIRST AVE,,,,25,25,28,40.219770,74.009020,N,,83213
2019130319AP04906,MONMOUTH,ASBURY PARK CITY,02/22/2019,FR,1758,01,ASBURY PARK PD,APPD,0,2,0,0,I,B,N,N,01,2,MONMOUTH COUNTY 16,E,16,,13000016__,5.50,05,,01,04,02,01,03,01,,,10,FE,W,RIDGE AVE,,,,25,25,26,,,N,,83282
2019130319AP04909,MONMOUTH,ASBURY PARK CITY,02/22/2019,FR,1828,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,01,2,MONMOUTH COUNTY 16,E,16,,13000016__,6.15,05,,01,04,02,01,03,01,04,01,5,FE,W,MEMORIAL DR,,,,25,30,26,,,N,,83258
2019130319AP05101,MONMOUTH,ASBURY PARK CITY,02/24/2019,SU,0203,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,OCEAN AVE,S,,,13031088__,.16,07,,01,04,02,02,06,02,05,01,30,FE,S,SECOND AVE,,,,25,25,,,,N,,83259
2019130319AP05202,MONMOUTH,ASBURY PARK CITY,02/25/2019,MO,0957,01,ASBURY PARK PD,,0,1,0,0,I,I,N,N,03,2,GRAND AVE **,S,,,13031048__,.54,07,,01,04,02,01,01,01,04,01,,AT,,FOURTH AVE,,,,25,25,26,40.223660,74.005860,N,,83278
2019130319AP05323,MONMOUTH,ASBURY PARK CITY,02/26/2019,TU,1336,01,ASBURY PARK PD,,0,1,0,0,I,I,N,N,03,2,MEMORIAL DR,S,,,13031009__,.07,07,,01,04,02,01,01,01,04,,,AT,,1ST AVE,,,,30,25,26,,,N,,83213
2019130319AP05435,MONMOUTH,ASBURY PARK CITY,02/27/2019,WE,2133,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,DRUMMOND AVE **,S,,,13031024__,,07,,01,04,02,01,07,01,05,,,,,,,,,25,,26,,,N,,83246
2019130319AP05480,MONMOUTH,ASBURY PARK CITY,02/28/2019,TH,1311,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,DEWITT AVE **,E,,,13031071__,.29,07,,01,04,02,01,01,01,05,01,10,FE,N,SPRINGWOOD AVE,,,,25,25,26,40.216190,74.023150,N,,83207
2019130319AP05810,MONMOUTH,ASBURY PARK CITY,03/02/2019,SA,2358,01,ASBURY PARK PD,PATROL DIVISION,0,0,0,0,P,B,Y,N,06,2,MATTISON AVE **,N,,,13031070__,.14,07,,01,04,02,01,06,01,05,01,50,FE,W,EMRY ST,,,,25,25,28,40.216050,74.010730,N,,83287
2019130319AP05920,MONMOUTH,ASBURY PARK CITY,03/04/2019,MO,1156,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,08,2,SUMMERFIELD AVE **,E,,,13031055__,.00,07,,01,04,02,01,01,01,05,01,,AT,,CR 40A,,,,25,25,26,40.218420,74.013860,N,,83221
2019130319AP05927,MONMOUTH,ASBURY PARK CITY,03/04/2019,MO,1320,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,02,2,RIDGE AVE,S,,,,,07,,01,04,02,01,01,01,05,01,100,FE,S,IVY PLACE,,,,25,25,26,,,N,,83221
2019130319AP05945,MONMOUTH,ASBURY PARK CITY,03/04/2019,MO,1724,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,11,1,BORDEN AVE **,,,,13031044__,.03,07,,01,04,02,01,01,01,04,01,10,FE,S,SUMMERFIELD AVE,,,,25,25,69,,,N,CEMENT RETAINING WALL ON EASTERN PROPERTY LINE OF 1400 SUMMERFIELD AVENUE,83246
2019130319AP05981,MONMOUTH,ASBURY PARK CITY,03/05/2019,TU,0848,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,FOURTH AVE **,E,,,13031003__,1.15,07,,01,04,02,01,01,01,04,,40,FE,E,GRAND AVE,,,,25,25,26,40.223490,74.005040,N,,83213
2019130319AP05992,MONMOUTH,ASBURY PARK CITY,03/05/2019,TU,1103,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,NJ 71,N,71,,00000071__,8.42,02,,01,04,02,01,01,01,04,02,50,FE,S,1ST AVE,,,,30,25,28,40.220870,74.011350,N,,83213
2019130319AP05998,MONMOUTH,ASBURY PARK CITY,03/05/2019,TU,1137,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,08,2,MONMOUTH COUNTY 16,W,16,,13000016__,6.07,05,,01,04,02,01,01,01,05,01,75,FE,E,LANGFORD ST,,,,25,25,28,40.221140,74.013770,N,,83221
2019130319AP06075,MONMOUTH,ASBURY PARK CITY,03/06/2019,WE,1017,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,MONROE ST **,,,,13031073__,.11,07,,01,04,02,01,00,01,05,,8,FE,S,WINN AVE,,,,25,25,28,40.221360,74.023540,N,,83213
2019130319AP06155,MONMOUTH,ASBURY PARK CITY,03/07/2019,TH,0753,01,ASBURY PARK PD,,0,1,0,0,I,B,N,N,01,3,SECOND ST **,E,,,13031002__,.65,07,,01,04,02,01,01,01,05,01,5,FE,W,MEMORIAL DR,,,,25,30,26,,,N,,
2019130319AP06179,MONMOUTH,ASBURY PARK CITY,03/07/2019,TH,1339,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,MEMORIAL DR,,,,13031009__,.22,07,,01,04,02,01,01,01,05,,,AT,,3RD AVE,,,,25,30,26,40.223810,74.011940,N,,83213
2019130319AP06180,MONMOUTH,ASBURY PARK CITY,03/07/2019,TH,1343,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,13,1,DRURY LN,S,,,,,07,,01,04,02,01,01,01,05,01,15,FE,N,SUNSET AVENUE,,,,25,25,26,,,N,,83207
2019130319AP06664,MONMOUTH,ASBURY PARK CITY,03/11/2019,MO,1401,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,02,2,NJ 71,N,71,,00000071__,8.90,02,,01,04,02,01,01,01,,02,,AT,N,6TH AVE,,,,30,25,26,,,N,,83226
2019130319AP06679,MONMOUTH,ASBURY PARK CITY,03/11/2019,MO,1728,01,ASBURY PARK PD,,0,1,0,0,I,B,N,N,01,2,LAKE AVE,E,,,,,07,,01,04,02,01,01,01,04,01,25,FE,E,MEMORIAL DRIVE,,,,25,30,26,,,N,,83276
2019130319AP06728,MONMOUTH,ASBURY PARK CITY,03/12/2019,TU,0757,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,RIDGE AVE,,,,,,07,,01,04,02,01,01,01,04,,,AT,,SUMMERFIELD AVE,,,,25,25,26,40.219420,74.024960,N,,83213
2019130319AP06868,MONMOUTH,ASBURY PARK CITY,03/13/2019,WE,2137,01,ASBURY PARK PD,,0,1,0,0,I,B,N,N,08,4,MEMORIAL DR,,,,13031009__,.48,07,,01,04,02,01,01,01,05,,70,FE,N,SUNSET AVE,,,,25,25,26,,,N,A SMALL TREE WAS DAMAGED BY VEHICLE #2 WHEN IT ROLLED ON THE CURB.,
2019130319AP07179,MONMOUTH,ASBURY PARK CITY,03/16/2019,SA,0831,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,01,3,DRUMMOND AVE **,N,,,13031024__,.02,07,,01,04,02,01,05,01,05,01,50,FE,S,FOURTH AVE,,,,25,25,,40.225040,74.024580,N,,
2019130319AP07203,MONMOUTH,ASBURY PARK CITY,03/16/2019,SA,1529,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,11,2,MONMOUTH COUNTY 16,E,16,,13000016__,5.50,05,,01,04,02,01,01,01,04,,,AT,S,RIDGE AVE,,,,25,25,,,,N,AMERICAN WATER CO. FIRE HYDRANT #25/ MINOR PAINT TRANFER DAMAGE.,83243
2019130319AP07222,MONMOUTH,ASBURY PARK CITY,03/16/2019,SA,1747,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,01,2,PINE ST **,,,,13031007__,.22,07,,01,04,02,01,01,01,05,01,10,FE,S,THIRD AVE,,,,25,25,26,,,N,,83262
2019130319AP07435,MONMOUTH,ASBURY PARK CITY,03/18/2019,MO,0913,01,ASBURY PARK PD,,0,1,0,0,I,B,N,N,01,2,NJ 71,N,71,,00000071__,8.31,02,,01,04,02,01,01,01,05,02,50,FE,N,SEWALL AVE,,,,30,25,26,40.219610,74.012090,N,,83221
2019130319AP07491,MONMOUTH,ASBURY PARK CITY,03/19/2019,TU,0012,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,RIDGE AVENUE,S,,,,,07,,01,04,02,01,07,01,05,01,250,FE,N,SPRINGWOOD AVENUE,,,,25,25,26,,,N,,83276
2019130319AP07500,MONMOUTH,ASBURY PARK CITY,03/18/2019,MO,2158,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,01,2,SUMMERFIELD AVE **,,,,13031055__,.33,07,,01,04,02,01,06,01,05,00,,AT,,PROSEPECT AVE,,,,25,25,26,40.219450,74.018930,N,,83283
2019130319AP07631,MONMOUTH,ASBURY PARK CITY,03/20/2019,WE,1406,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,02,2,NJ 71,S,71,,00000071__,8.58,02,,01,04,02,01,01,01,99,02,25,FE,S,3RD AVE,,,,30,25,26,40.223540,74.010670,N,,83221
2019130319AP07639,MONMOUTH,ASBURY PARK CITY,03/20/2019,WE,1626,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,MONROE ST **,W,,,13031073__,.21,07,,01,04,02,01,01,01,05,,100,FE,E,RIDGE AVE,,,,25,25,26,40.221180,74.023210,N,,83185
2019130319AP07705,MONMOUTH,ASBURY PARK CITY,03/21/2019,TH,1601,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,THIRD AVENUE,N,,,,,07,,01,04,02,02,01,02,05,01,,AT,,RIDGE AVENUE,,,,25,25,26,40.219610,74.024990,N,,83207
2019130319AP07747,MONMOUTH,ASBURY PARK CITY,03/22/2019,FR,0741,01,ASBURY PARK PD,,0,0,0,0,P,R,N,N,08,2,THIRD AVE,W,,,,,07,,01,04,02,02,01,02,05,,20,FE,E,MEMORIAL DRIVE,,,,25,25,26,40.224500,74.025190,N,,83213
2019130319AP07766,MONMOUTH,ASBURY PARK CITY,03/22/2019,FR,1318,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,THIRD AVENUE,N,,,,,07,,01,04,02,01,01,01,04,01,,AT,,LANGFORD STREET,,,,25,25,,40.224160,74.013580,N,,83131
2019130319AP07913,MONMOUTH,ASBURY PARK CITY,03/23/2019,SA,1732,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,08,2,SUMMERFIELD AVE **,E,,,13031055__,,07,,01,04,02,01,01,01,05,01,100,FE,W,MEMORIAL DRIVE,,,,25,30,26,40.218680,74.015100,N,,83279
2019130319AP07953,MONMOUTH,ASBURY PARK CITY,03/24/2019,SU,0155,01,ASBURY PARK PD,,0,0,0,0,P,I,Y,N,11,1,BANGS AVE,E,,,13031083__,.38,07,,01,04,02,01,06,01,04,01,,AT,,PROSPECT AVE,,,,25,25,69,,,N,SMALL SCRAPES ON WEST EXTERIOR WALL OF ABOVE ADDRESS.,83275
2019130319AP08023,MONMOUTH,ASBURY PARK CITY,03/24/2019,SU,1503,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,NJ 71,N,71,,00000071__,8.25,02,,01,04,02,01,01,01,04,02,,AT,,MONROE AVE,,,,30,25,26,40.218880,74.012350,N,,83288
2019130319AP08078,MONMOUTH,ASBURY PARK CITY,03/25/2019,MO,0412,01,ASBURY PARK PD,APPD,0,1,0,0,I,B,N,N,99,1,SUNSET DR **,E,,,13031008__,,07,,01,04,02,01,06,01,05,,50,FE,E,,,,,25,,03,,,N,,83229
2019130319AP08093,MONMOUTH,ASBURY PARK CITY,03/25/2019,MO,1250,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,EMORY ST **,N,,,13031019__,,07,,01,04,01,01,01,01,05,01,150,FE,N,ASBURY AVENUE,,,,25,25,28,,,N,,83280
2019130319AP08140,MONMOUTH,ASBURY PARK CITY,03/25/2019,MO,2046,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,CENTRAL AVE **,,,,,,07,,01,04,02,02,06,02,05,01,,,N,,,,,25,,,40.224160,74.020890,N,,83283
2019130319AP08315,MONMOUTH,ASBURY PARK CITY,03/28/2019,TH,0734,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,SEWALL AVE **,E,,,13031039__,.09,07,,01,04,02,01,01,01,05,01,,AT,,LANGFORD ST,,,,25,25,26,40.220220,74.014980,N,,83221
2019130319AP08326,MONMOUTH,ASBURY PARK CITY,03/28/2019,TH,1041,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,01,2,SEVENTH AVE **,W,,,13031018__,.59,07,,01,04,02,01,01,01,05,01,25,FE,E,NJ 71 / MAIN ST,,,,25,30,26,40.216700,74.013140,N,,83221
2019130319AP08515,MONMOUTH,ASBURY PARK CITY,03/30/2019,SA,1127,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,GRAND AVE **,N,,,13031048__,.54,07,,01,04,02,01,01,01,04,,,AT,W,FOURTH AVE,,,,25,25,,40.223660,74.005860,N,,83243
