Year(4)-CountyCode(2)-MunicipalityCode(2)-CaseNumber,County Name,Municipality Name,Crash Date,Crash Day of Week,Crash Time,Police Department Code,Police Department,Police Station,Total Killed,Total Injured,Pedestrians Killed,Pedestrians Injured,Severity,Intersection,Alcohol Involved,Hazmat Involved,Crash Type,Total Vehicles,Location,Location Direction,Route,Route Suffix,Std Rte Identifier,MilePost,Road System,Road Character,Road Horizontal Alignment,Road Grade,Road Surface Type,Surface Condition,Light Condition,Environmental Condition,Road Divided By,Temporary Traffic Control Zone,Distance To Cross Street,Unit Of Measurement,Direction From Cross Street,Cross Street Name,Is Ramp,Ramp To/From Route Name,Ramp To/From Route Direction,Posted Speed,Posted Speed Cross Street,First Harmful Event,Latitude,Longitude,Cell Phone In Use Flag,Other Property Damage,Reporting Badge No.
2020130320AP02771,MONMOUTH,ASBURY PARK CITY,01/31/2020,FR,0956,01,ASBURY PARK PD,1 MUNICIPAL PLZ,0,0,0,0,P,B,N,N,02,2,SUNSET AVE,W,,,13031365__,.80,07,,01,04,02,01,01,01,05,,30,FE,E,LANGFORD ST,,,,25,25,,40.222250,74.019530,N,,83210
2020130320AP02830,MONMOUTH,ASBURY PARK CITY,01/31/2020,FR,1957,01,ASBURY PARK PD,1 MUNICIPAL PLZ,0,1,0,0,I,B,N,N,04,2,NJ 71,,71,,00000071__,8.50,02,,01,04,01,01,06,01,05,01,10,FE,N,2ND AVE,,,,25,25,19,40.222480,74.011050,N,,83262
2020130320AP02840,MONMOUTH,ASBURY PARK CITY,01/31/2020,FR,2123,01,ASBURY PARK PD,,0,0,0,0,P,R,N,N,08,2,SPRINGWOOD AVE / W LAKE AVE **,,,,13341045__,1.42,07,,01,04,02,02,06,02,05,01,50,FE,E,CR 40A / MEMORIAL DR,,,,25,30,,,,N,,83259
2020130320AP02850,MONMOUTH,ASBURY PARK CITY,01/31/2020,FR,2332,01,ASBURY PARK PD,PATROL DIVISION,0,0,0,0,P,B,N,N,06,2,SPRINGWOOD AVE / W LAKE AVE **,W,,,13341045__,1.00,07,,01,04,01,02,07,02,04,01,15,FE,W,DEWITT AVE,,,,25,25,28,,,N,,83275
2020130320AP02878,MONMOUTH,ASBURY PARK CITY,02/01/2020,SA,0619,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,99,2,7TH AVE / SEVENTH AVE / STEINER PL **,,,,13031018__,.59,07,,00,00,99,02,06,02,,,,AT,W,NJ 71 / MAIN ST,,,,25,25,58,,,N,,83285
2020130320AP02901,MONMOUTH,ASBURY PARK CITY,02/01/2020,SA,1126,01,ASBURY PARK PD,,0,1,0,0,I,I,N,N,03,2,SPRINGWOOD AVE / W LAKE AVE **,E,,,13341045__,1.07,07,,01,04,02,01,01,01,05,01,,AT,E,BORDEN AVE,,,,25,25,26,,,N,,83226
2020130320AP02905,MONMOUTH,ASBURY PARK CITY,02/01/2020,SA,1209,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,01,2,COOKMAN AVE,E,,,13031052__,.44,07,,01,04,02,01,01,05,04,01,15,FE,W,EMORY ST / MATTISON AVE / PRESS PLA,,,,25,25,26,,,N,,83291
2020130320AP02915,MONMOUTH,ASBURY PARK CITY,02/01/2020,SA,1440,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,08,2,PARK AVE **,N,,,13031020__,.10,07,,01,04,02,01,01,01,05,01,15,FE,S,EIGHTH AVE,,,,25,25,28,,,N,,83226
2020130320AP02916,MONMOUTH,ASBURY PARK CITY,02/01/2020,SA,1449,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,FOURTH AVE **,E,,,13031003__,.53,07,,01,04,02,01,01,01,05,01,10,FE,E,PINE ST,,,,25,25,26,40.225650,74.016830,N,,83288
2020130320AP02998,MONMOUTH,ASBURY PARK CITY,02/02/2020,SU,0847,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,FIRST AVE **,N,,,13031001__,.66,07,,01,04,02,01,01,01,05,01,,AT,E,EMORY ST,,,,25,25,26,,,N,,83291
2020130320AP03144,MONMOUTH,ASBURY PARK CITY,02/04/2020,TU,0819,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,MEMORIAL DR,S,,,13031009__,.07,07,,01,04,02,02,01,02,04,01,,AT,,1ST AVE,,,,30,25,26,40.221700,74.012700,N,,83288
2020130320AP03246,MONMOUTH,ASBURY PARK CITY,02/05/2020,WE,1259,01,ASBURY PARK PD,,0,1,0,1,I,I,N,N,13,2,BANGS AVE,E,,,13031083__,.03,07,,01,04,02,01,01,01,04,01,,AT,,RIDGE AVE,,,,25,25,,,,N,,
2020130320AP03254,MONMOUTH,ASBURY PARK CITY,02/05/2020,WE,1423,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,FISHER PL / WASHINGTON AVE **,,,,13031053__,.15,07,,01,04,02,02,01,02,05,01,,AT,S,JERSEY ST,,,,25,25,26,40.220220,74.023460,N,,83228
2020130320AP03329,MONMOUTH,ASBURY PARK CITY,02/06/2020,TH,1236,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,11,1,NJ 71,S,71,,00000071__,8.09,02,,01,04,02,02,01,02,04,01,,AT,,MATTISON AVE,,,,30,25,26,40.216820,74.012630,N,725 MATTISON AVE. STREET POLE MATTISON AVE/MAIN ST,83207
2020130320AP03392,MONMOUTH,ASBURY PARK CITY,02/07/2020,FR,0822,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,SPRINGWOOD AVE / W LAKE AVE **,E,,,13341045__,1.27,07,,01,04,02,02,01,02,,,10,FE,S,SYLVAN AVE,,,,25,25,26,,,N,,83291
2020130320AP03400,MONMOUTH,ASBURY PARK CITY,02/07/2020,FR,1023,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,COMSTOCK ST **,E,,,13031012__,.23,07,,01,04,02,02,01,01,05,,100,FE,N,FIFTH AVE,,,,25,25,26,40.227350,74.014570,N,END OF LADDER THAT WAS ON THE VEH 2  ALONG WITH CLAMP HOLDNG LADDER ANDTOP OF V2,83185
2020130320AP03479,MONMOUTH,ASBURY PARK CITY,02/08/2020,SA,0020,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,COOKMAN AVE,W,,,13031052__,.44,07,,01,04,02,02,06,05,05,,25,FE,W,EMORY ST / MATTISON AVE / PRESS PLA,,,,25,25,26,,,N,,83281
2020130320AP03726,MONMOUTH,ASBURY PARK CITY,02/10/2020,MO,1511,01,ASBURY PARK PD,,0,1,0,0,I,I,N,N,03,3,MEMORIAL DR,W,,,13031009__,.47,07,,01,04,02,02,01,02,05,,,AT,,SUNSET AVE,,,,25,30,26,,,N,,83226
2020130320AP03886,MONMOUTH,ASBURY PARK CITY,02/12/2020,WE,1708,01,ASBURY PARK PD,1303,0,0,0,0,P,I,N,N,03,2,6TH AVE / SIXTH AVE **,W,,,13031017__,.55,07,,01,04,02,01,02,01,04,,,AT,,PARK AVE,,,,25,25,26,,,N,,83232
2020130320AP03891,MONMOUTH,ASBURY PARK CITY,02/12/2020,WE,1753,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,08,2,MONMOUTH COUNTY 16,N,16,,13000016__,5.85,05,,01,04,02,01,06,01,05,01,,AT,,PINE ST,,,,25,25,26,,,N,,83259
2020130320AP04098,MONMOUTH,ASBURY PARK CITY,02/15/2020,SA,0252,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,NJ 71,N,71,,00000071__,8.43,02,,01,04,02,01,06,01,04,,20,FE,N,1ST AVE,,,,30,25,26,,,N,,83281
2020130320AP04173,MONMOUTH,ASBURY PARK CITY,02/16/2020,SU,0109,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,02,2,NJ 71,N,71,,00000071__,8.04,02,,01,04,02,01,04,01,,,15,FE,N,COOKMAN AVE,,,,30,25,26,40.216340,74.013270,N,,83278
2020130320AP04320,MONMOUTH,ASBURY PARK CITY,02/19/2020,WE,0004,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,3RD AVE / THIRD AVE **,N,,,13341033__,.25,07,,02,07,02,01,01,01,04,,,AT,,RIDGE AVE,,,,25,25,,,,N,,83229
2020130320AP04702,MONMOUTH,ASBURY PARK CITY,02/22/2020,SA,2101,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,08,2,FIFTH AVE **,W,,,,,07,,01,04,02,01,06,01,05,,,,,,,,,25,,28,40.226780,74.012940,N,,83276
2020130320AP04715,MONMOUTH,ASBURY PARK CITY,02/22/2020,SA,2314,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,01,2,NJ 71,S,71,,00000071__,7.97,02,,01,04,02,01,07,01,04,,50,FE,S,SPRINGWOOD AVE / LAKE AVE,,,,30,25,26,,,N,,83281
2020130320AP04817,MONMOUTH,ASBURY PARK CITY,02/24/2020,MO,0746,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,HECK ST **,S,,,13031038__,.15,07,,01,04,02,01,01,01,05,01,25,FE,N,THIRD AVE,,,,25,,28,,,N,,83226
2020130320AP04883,MONMOUTH,ASBURY PARK CITY,02/24/2020,MO,2104,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,11,1,LAKE AVENUE,E,,,,,07,,01,04,02,01,07,01,04,01,,AT,,WESLEY LAKE DRIVE,,,,25,25,56,40.218200,74.003320,N,FENCE POST LOCATED ON THE EAST SIDE OF THE INTERSECTION OF LAKE AVE/WESLEY LAKE,83266
2020130320AP04966,MONMOUTH,ASBURY PARK CITY,02/25/2020,TU,2105,01,ASBURY PARK PD,1303,0,0,0,0,P,B,N,N,08,2,OCEAN AVE,W,,,13031088__,.36,07,,01,04,02,02,06,02,04,01,100,FE,S,FIFTH AVE,,,,25,25,28,40.222980,73.999700,N,,83232
2020130320AP04988,MONMOUTH,ASBURY PARK CITY,02/26/2020,WE,1102,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,15,1,SUNSET AVE,W,,,13031365__,.79,07,,01,04,02,02,01,01,,,10,FE,E,LANGFORD ST,,,,25,,,,,N,,83185
2020130320AP05056,MONMOUTH,ASBURY PARK CITY,02/27/2020,TH,0810,01,ASBURY PARK PD,,0,1,0,0,I,B,N,N,01,2,MEMORIAL DR,N,,,13031009__,.29,07,,01,04,02,01,01,01,05,,50,FE,S,4TH AVE,,,,30,25,26,40.224350,74.011740,N,,83185
2020130320AP05108,MONMOUTH,ASBURY PARK CITY,02/27/2020,TH,2149,01,ASBURY PARK PD,1 MUNICIPAL PLZ,0,0,0,0,P,B,N,N,06,2,COOKMAN AVE,W,,,13031052__,.55,07,,01,04,02,01,06,01,05,,30,FE,E,BOND ST,,,,25,25,28,40.215810,74.011440,N,,83210
2020130320AP05164,MONMOUTH,ASBURY PARK CITY,02/28/2020,FR,1542,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,08,2,FIFTH AVE **,,,,13031004__,.59,07,,01,04,02,01,01,01,05,01,30,FE,E,NJ 71 / MAIN ST,,,,25,25,26,40.227640,74.008560,N,,83228
2020130320AP05217,MONMOUTH,ASBURY PARK CITY,02/28/2020,FR,2122,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,02,2,ASBURY AVE **,W,,,,,07,,01,04,02,02,07,01,04,01,,,,,,,,25,,26,40.222640,74.020950,N,,83276
2020130320AP05417,MONMOUTH,ASBURY PARK CITY,03/02/2020,MO,0809,01,ASBURY PARK PD,,0,1,0,0,I,B,N,N,03,2,SEWALL AVE **,W,,,13031039__,.08,07,,01,04,02,01,01,01,05,01,50,FE,W,GRAND AVE,,,,25,25,26,,,N,,83219
2020130320AP05511,MONMOUTH,ASBURY PARK CITY,03/03/2020,TU,1311,01,ASBURY PARK PD,,0,1,0,0,I,B,N,N,06,2,SPRINGWOOD AVE / W LAKE AVE **,E,,,13341045__,1.10,07,,01,04,02,01,01,01,,,10,FE,E,AVE A,,,,25,25,26,,,N,,83185
2020130320AP05627,MONMOUTH,ASBURY PARK CITY,03/05/2020,TH,0855,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,MONMOUTH COUNTY 16,,16,,13000016__,5.81,05,,01,04,02,01,01,01,05,01,,AT,,CHURCH ST / PINE ST,,,,25,25,26,40.222050,74.019700,N,,83228
2020130320AP05732,MONMOUTH,ASBURY PARK CITY,03/06/2020,FR,1505,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,PINE ST **,N,,,13031007__,.15,07,,01,04,02,01,01,01,,01,3,FE,N,SECOND AVE,,,,25,25,28,40.224190,74.017740,N,,83207
2020130320AP05780,MONMOUTH,ASBURY PARK CITY,03/06/2020,FR,2340,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,RIDGE AVE / WICKAPECKO DR,,,,13371419__,1.64,07,,01,04,02,02,06,02,05,01,,AT,,3RD AVE,,,,25,25,26,,,N,,83274
2020130320AP05832,MONMOUTH,ASBURY PARK CITY,03/07/2020,SA,1620,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,COOKMAN AVE,W,,,13031052__,.55,07,,01,04,02,01,01,01,05,01,75,FE,E,BOND ST,,,,25,25,,,,N,,83226
2020130320AP05884,MONMOUTH,ASBURY PARK CITY,03/08/2020,SU,0151,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,02,2,COOKMAN AVE,E,,,13031052__,.45,07,,01,04,02,01,06,01,05,,50,FE,E,EMORY ST / MATTISON AVE / PRESS PLA,,,,25,25,26,,,N,,83281
2020130320AP05932,MONMOUTH,ASBURY PARK CITY,03/08/2020,SU,1726,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,BOND ST **,S,,,13031036__,.74,07,,01,04,02,01,01,01,05,,50,FE,N,MUNROE AVE,,,,25,25,00,,,N,,83246
2020130320AP06113,MONMOUTH,ASBURY PARK CITY,03/10/2020,TU,1619,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,11,1,913 SEWALL AVE,,,,,,08,,01,04,02,01,01,01,05,01,,,,,,,,5,,,,,N,,83188
2020130320AP06155,MONMOUTH,ASBURY PARK CITY,03/11/2020,WE,0730,01,ASBURY PARK PD,,0,1,0,0,I,B,N,N,01,2,MONMOUTH COUNTY 16,W,16,,13000016__,5.50,05,,01,04,02,01,01,01,04,01,1,FE,E,RIDGE AVE,,,,25,25,26,40.223030,74.024360,N,,83207
2020130320AP06202,MONMOUTH,ASBURY PARK CITY,03/11/2020,WE,1750,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,99,2,NJ 71,S,71,,00000071__,8.35,02,,01,04,02,01,01,01,,01,25,FE,S,CR 16 / ASBURY AVE,,,,,25,99,40.220010,74.012300,N,EXTRACTOR ON EAST SIDE OF BARBIE SALON ;814 ASBURY AVENUE,83278
2020130320AP06431,MONMOUTH,ASBURY PARK CITY,03/14/2020,SA,1220,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,ADAMS AVE **,E,,,13031063__,.05,07,,01,04,02,00,00,00,05,,30,FE,E,ATKINS AVE,,,,25,25,00,,,N,,83272
2020130320AP06469,MONMOUTH,ASBURY PARK CITY,03/14/2020,SA,2030,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,01,2,NJ 71,W,71,,00000071__,9.00,02,,02,04,02,01,06,01,04,,10,FE,E,CR 15 / MAIN ST,,,,30,30,26,40.229540,74.008520,N,,83276
2020130320AP06495,MONMOUTH,ASBURY PARK CITY,03/15/2020,SU,0145,01,ASBURY PARK PD,,0,0,0,0,P,R,N,N,11,1,RAILROAD TRACKS,N,,,,,07,,01,04,02,02,06,02,,,30,FE,N,SECOND AVE,,,,30,25,,,,N,,83185
2020130320AP06507,MONMOUTH,ASBURY PARK CITY,03/15/2020,SU,1036,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,06,2,AVENUE A **,S,,,13031062__,.00,07,,01,04,02,01,01,01,05,01,,AT,,SPRINGWOOD AVE,,,,25,25,28,,,N,,83219
2020130320AP06516,MONMOUTH,ASBURY PARK CITY,03/15/2020,SU,1533,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,08,2,MATTISON AVE **,W,,,13031070__,.01,07,,01,04,02,01,01,01,05,01,50,FE,E,PROSPECT AVE,,,,25,25,26,,,N,,83263
2020130320AP06526,MONMOUTH,ASBURY PARK CITY,03/15/2020,SU,1604,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,11,2,BORDEN AVE **,N,,,,,07,,01,04,02,01,01,01,05,01,25,FE,,SPRINGWOOD AVENUE,,,,25,25,52,40.216840,74.021620,N,,83219
2020130320AP06541,MONMOUTH,ASBURY PARK CITY,03/16/2020,MO,0008,01,ASBURY PARK PD,APPD,0,0,0,0,P,I,N,N,01,2,MONMOUTH COUNTY 16,N,16,,13000016__,6.15,05,,01,04,02,01,06,01,03,01,,AT,N,MEMORIAL DR,,,,30,25,26,,,N,,83275
2020130320AP06697,MONMOUTH,ASBURY PARK CITY,03/18/2020,WE,1526,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,MONMOUTH COUNTY 16,E,16,,13000016__,6.06,05,,01,04,02,01,01,01,05,01,3,FE,E,LANGFORD ST,,,,25,,26,40.220750,74.014610,N,,83188
2020130320AP06701,MONMOUTH,ASBURY PARK CITY,03/18/2020,WE,1634,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,MEMORIAL DR,N,,,13031009__,.47,07,,01,04,02,01,01,01,04,01,,AT,W,SUNSET AVE,,,,30,25,01,,,N,,83204
2020130320AP06754,MONMOUTH,ASBURY PARK CITY,03/19/2020,TH,1729,01,ASBURY PARK PD,,0,0,0,0,P,I,Y,N,06,2,AVENUE A **,S,,,13031062__,.04,07,,01,04,02,01,01,01,,,,AT,N,ADAMA AVE,,,,25,25,28,40.213370,74.021880,N,,83278
2020130320AP06772,MONMOUTH,ASBURY PARK CITY,03/19/2020,TH,2237,01,ASBURY PARK PD,APPD,0,0,0,0,P,B,N,N,13,1,ATKINS AVE **,W,,,13031051__,.33,07,,01,04,02,01,06,01,04,01,10,FE,W,BOSTON WAY,,,,25,25,26,,,N,,83275
2020130320AP06783,MONMOUTH,ASBURY PARK CITY,03/20/2020,FR,0840,01,ASBURY PARK PD,,0,2,0,0,I,I,N,N,03,2,SPRINGWOOD AVE / W LAKE AVE **,,,,13341045__,.93,07,,01,04,02,01,01,01,05,,,AT,,RIDGE AVE,,,,25,25,26,,,N,,83150
2020130320AP06985,MONMOUTH,ASBURY PARK CITY,03/23/2020,MO,1021,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,02,2,BLK MAIN ST,,,,,,07,,01,04,02,02,01,02,05,01,,,,,,,,30,,,40.217070,74.013010,N,,83188
2020130320AP06989,MONMOUTH,ASBURY PARK CITY,03/23/2020,MO,1130,01,ASBURY PARK PD,PATROL DIVISION,0,0,0,0,P,I,N,N,03,2,CHURCH ST / JERSEY ST **,S,,,13031030__,.14,07,,01,04,02,02,01,02,05,,,AT,W,MUNROE AVE / PROSPECT AVE,,,,25,25,26,40.221080,74.021450,N,,83287
2020130320AP07070,MONMOUTH,ASBURY PARK CITY,03/24/2020,TU,1807,01,ASBURY PARK PD,,0,1,0,0,I,I,N,N,03,2,RIDGE AVE / WICKAPECKO DR,W,,,13371419__,2.28,07,,01,04,02,01,01,01,05,01,,AT,,SPRINGWOOD AVE,,,,25,25,26,,,N,,83259
2020130320AP07201,MONMOUTH,ASBURY PARK CITY,03/26/2020,TH,2100,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,01,2,NJ 71,S,71,,00000071__,8.58,02,,01,04,02,01,04,01,04,,10,FE,N,3RD AVE,,,,30,25,26,40.223960,74.010790,N,,83278
2020130320AP07311,MONMOUTH,ASBURY PARK CITY,03/28/2020,SA,1725,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,11,2,MATTISON AVE **,,,,13031070__,.07,07,,01,04,02,02,01,05,05,01,,AT,,BORDEN AVE,,,,25,25,,40.217950,74.021670,N,,83280
2020130320AP07552,MONMOUTH,ASBURY PARK CITY,04/02/2020,TH,1139,01,ASBURY PARK PD,POLICE,0,4,0,0,I,I,N,N,03,2,GRAND AVE **,N,,,13031048__,.39,07,,01,04,02,01,01,01,04,01,,AT,,SECOND AVE,,,,25,25,26,,,N,THE LAWN OF 1001 GRAND AVENUE WAS DAMAGED FROM VEHICLE #2 BEING PUSHED ON IT.,83272
2020130320AP07607,MONMOUTH,ASBURY PARK CITY,04/03/2020,FR,0924,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,FIFTH AVE **,,,,13031004__,.51,07,,01,04,02,02,01,05,05,01,30,FE,W,BOND ST,,,,25,25,28,40.225300,74.009310,N,,83228
2020130320AP07682,MONMOUTH,ASBURY PARK CITY,04/04/2020,SA,1336,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,GRAND AVE **,S,,,13031048__,.86,07,,01,04,02,01,01,01,05,,,AT,,SEVENTH AVE,,,,25,25,26,,,N,,83226
2020130320AP07838,MONMOUTH,ASBURY PARK CITY,04/06/2020,MO,1917,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,14,1,SPRINGWOOD AVE / W LAKE AVE **,E,,,13341045__,1.27,07,,01,04,02,01,03,01,,01,15,FE,E,SYLVAN AVE,,,,25,25,26,40.214700,74.017840,N,,83290
2020130320AP08458,MONMOUTH,ASBURY PARK CITY,04/15/2020,WE,2231,01,ASBURY PARK PD,,0,1,0,0,I,I,N,N,08,2,BORDEN AVE **,,,,,,07,,01,04,02,01,01,01,04,,,AT,,AVENUE A,,,,,,26,40.213270,74.022240,N,,83248
2020130320AP08715,MONMOUTH,ASBURY PARK CITY,04/19/2020,SU,1507,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,01,2,SUNSET AVE,W,,,13031365__,1.07,07,,03,06,02,01,01,01,05,01,15,FE,S,BRIDGE ST,,,,25,25,26,,,N,,83226
2020130320AP08832,MONMOUTH,ASBURY PARK CITY,04/21/2020,TU,1059,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,4,CENTRAL AVE **,N,,,13031029__,.04,07,,01,04,02,01,01,01,,,70,FE,N,FOURTH AVE,,,,25,25,26,,,Y,,
2020130320AP08884,MONMOUTH,ASBURY PARK CITY,04/22/2020,WE,0649,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,02,2,BANGS AVE,W,,,13031083__,.42,07,,01,04,02,01,01,01,05,01,,AT,,COMSTOCK ST,,,,25,25,26,40.218260,74.016770,N,,83221
2020130320AP09071,MONMOUTH,ASBURY PARK CITY,04/24/2020,FR,1133,01,ASBURY PARK PD,PATROL DIVISION,0,1,0,0,I,I,N,N,14,1,MONMOUTH COUNTY 40 A,N,40,A,13000040A_,.10,07,,01,04,02,02,01,02,04,,,AT,,BANGS AVE,,,,30,25,26,40.219150,74.013600,N,,83287
2020130320AP09073,MONMOUTH,ASBURY PARK CITY,04/24/2020,FR,1258,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,04,2,GRAND AVE **,S,,,13031048__,.39,07,,01,04,02,02,01,02,04,01,,AT,W,SECOND AVE,,,,25,25,26,40.221540,74.006620,N,,83228
2020130320AP09153,MONMOUTH,ASBURY PARK CITY,04/25/2020,SA,1232,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,01,2,MONMOUTH COUNTY 16,E,16,,13000016__,5.77,05,,01,04,02,01,01,01,05,,,AT,,CENTRAL AVE,,,,25,25,26,,,N,,83226
2020130320AP09209,MONMOUTH,ASBURY PARK CITY,04/25/2020,SA,1835,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,BANGS AVE,,,,13031083__,.38,07,,01,04,02,01,01,01,04,01,,AT,,PROSPECT AVE,,,,25,25,26,40.218610,74.018500,N,,83276
2020130320AP09229,MONMOUTH,ASBURY PARK CITY,04/25/2020,SA,2217,01,ASBURY PARK PD,APPD,0,0,0,0,P,B,N,N,02,2,COMSTOCK ST **,S,,,13031012__,.76,07,,01,04,02,01,04,01,05,01,30,FE,N,SUMMERFIELD AVE,,,,25,25,26,,,N,DUMPSTER-NO STRUCTURAL DAMAGE,83282
2020130320AP09448,MONMOUTH,ASBURY PARK CITY,04/29/2020,WE,0824,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,RIDGE AVE / WICKAPECKO DR,W,,,13371419__,1.73,07,,01,04,02,01,01,01,05,01,35,FE,W,CR 16 / ASBURY AVE,,,,25,25,28,,,N,,83150
2020130320AP09537,MONMOUTH,ASBURY PARK CITY,04/30/2020,TH,1958,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,14,1,GRAND AVE **,N,,,13031048__,.47,07,,01,04,02,02,06,02,04,01,,AT,,THIRD AVE,,,,25,25,21,40.222610,74.006240,N,,83278
2020130320AP09699,MONMOUTH,ASBURY PARK CITY,05/02/2020,SA,1800,01,ASBURY PARK PD,APPD,0,0,0,0,P,I,N,N,08,2,FISHER PL / WASHINGTON AVE **,W,,,13031053__,.15,07,,01,04,02,01,01,01,,,,AT,,JERSEY ST,,,,25,25,26,,,N,,83282
2020130320AP09706,MONMOUTH,ASBURY PARK CITY,05/02/2020,SA,1840,01,ASBURY PARK PD,APPD,0,0,0,0,P,I,N,N,03,2,FIRST AVE **,S,,,13031001__,.35,07,,01,04,02,01,01,01,,,,AT,,LANGFORD ST,,,,25,25,26,,,N,,83282
2020130320AP09866,MONMOUTH,ASBURY PARK CITY,05/04/2020,MO,1108,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,01,2,MEMORIAL DR,N,,,13031009__,.00,07,,01,04,02,01,01,01,04,01,20,FE,S,CR 16 / ASBURY AVE,,,,30,25,26,40.220270,74.013210,N,,83288
2020130320AP10042,MONMOUTH,ASBURY PARK CITY,05/06/2020,WE,1646,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,FIRST AVE **,E,,,13031001__,.65,07,,01,04,02,02,01,02,05,01,75,FE,W,EMORY ST,,,,25,25,26,,,N,,83259
2020130320AP10051,MONMOUTH,ASBURY PARK CITY,05/06/2020,WE,2129,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,MONMOUTH COUNTY 40 A,,40,A,13000040A_,.10,07,,01,04,02,01,01,01,04,,,AT,,BANGS AVE,,,,30,25,26,,,N,,83248
2020130320AP10143,MONMOUTH,ASBURY PARK CITY,05/07/2020,TH,2022,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,PINE ST **,S,,,13031007__,.00,07,,01,06,02,01,04,01,,,25,FE,S,CR 16 / ASBURY AVE,,,,25,25,26,40.221340,74.019270,N,,83278
2020130320AP10177,MONMOUTH,ASBURY PARK CITY,05/08/2020,FR,1433,01,ASBURY PARK PD,,0,1,0,0,I,I,N,N,03,2,MONROE ST **,N,,,13031073__,.19,07,,01,04,02,01,01,01,04,01,,AT,,RIDGE AVE,,,,25,25,26,40.221260,74.024970,N,,83207
2020130320AP10191,MONMOUTH,ASBURY PARK CITY,05/08/2020,FR,1725,01,ASBURY PARK PD,,0,1,0,0,I,I,N,N,03,2,2ND AVE / SECOND ST **,E,,,13031002__,.33,07,,01,04,02,01,01,01,05,01,,AT,,GRAND AVE,,,,25,25,26,,,N,,83259
2020130320AP10213,MONMOUTH,ASBURY PARK CITY,05/09/2020,SA,0138,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,06,3,SPRINGWOOD AVE / W LAKE AVE **,E,,,13341045__,1.10,07,,01,04,02,02,06,01,05,01,,AT,N,AVE A,,,,25,25,26,,,N,,
