Year(4)-CountyCode(2)-MunicipalityCode(2)-CaseNumber,County Name,Municipality Name,Crash Date,Crash Day of Week,Crash Time,Police Department Code,Police Department,Police Station,Total Killed,Total Injured,Pedestrians Killed,Pedestrians Injured,Severity,Intersection,Alcohol Involved,Hazmat Involved,Crash Type,Total Vehicles,Location,Location Direction,Route,Route Suffix,Std Rte Identifier,MilePost,Road System,Road Character,Road Horizontal Alignment,Road Grade,Road Surface Type,Surface Condition,Light Condition,Environmental Condition,Road Divided By,Temporary Traffic Control Zone,Distance To Cross Street,Unit Of Measurement,Direction From Cross Street,Cross Street Name,Is Ramp,Ramp To/From Route Name,Ramp To/From Route Direction,Posted Speed,Posted Speed Cross Street,First Harmful Event,Latitude,Longitude,Cell Phone In Use Flag,Other Property Damage,Reporting Badge No.
2018130318AP00613,MONMOUTH,ASBURY PARK CITY,01/08/2018,MO,1706,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,01,2,MONMOUTH COUNTY 16,W,16,,13000016__,6.06,05,,01,04,02,02,04,03,05,01,10,FE,E,LANGFORD ST,,,,25,25,26,,,N,,83183
2018130318AP00614,MONMOUTH,ASBURY PARK CITY,01/08/2018,MO,1717,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,08,2,NJ 71,N,71,,00000071__,7.98,02,,01,04,02,03,06,02,04,01,,AT,N,SPRINGWOOD AVE / LAKE AVE,,,,30,25,28,,,N,,83261
2018130318AP00615,MONMOUTH,ASBURY PARK CITY,01/08/2018,MO,1720,01,ASBURY PARK PD,1 MUNICIPAL PLZ,0,0,0,0,P,B,N,N,06,2,COOKMAN AVE,,,,,,07,,01,04,01,02,00,01,,,40,FE,E,NJ 71,,,,25,30,26,40.215990,74.012740,N,,83262
2018130318AP00634,MONMOUTH,ASBURY PARK CITY,01/09/2018,TU,0041,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,JEFFREY ST,N,,,,,07,,01,04,02,04,06,01,05,01,50,FE,N,FOURTH AVENUE,,,,25,25,28,40.226780,74.021000,N,,83279
2018130318AP00704,MONMOUTH,ASBURY PARK CITY,01/09/2018,TU,1814,01,ASBURY PARK PD,ASBURY PARK PD,0,1,0,0,I,B,N,N,08,2,SEVENTH AVENUE,E,,,,,07,,01,04,02,04,07,01,,,25,FE,,EMORY STREET,,,,25,25,26,40.228480,74.005890,N,,83235
2018130318AP00707,MONMOUTH,ASBURY PARK CITY,01/09/2018,TU,1820,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,BANGS AVE,,,,13031083__,,07,,01,04,02,01,06,01,04,,50,FE,E,BOND ST,,,,25,25,26,,,N,,83248
2018130318AP00759,MONMOUTH,ASBURY PARK CITY,01/10/2018,WE,1114,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,01,2,NJ 71,S,71,,00000071__,8.50,02,,01,04,02,01,01,01,04,01,20,FE,N,2ND AVE,,,,30,,26,40.222480,74.011050,N,,83228
2018130318AP00770,MONMOUTH,ASBURY PARK CITY,01/10/2018,WE,1416,01,ASBURY PARK PD,ASBURY PARK PD,0,0,0,0,P,I,N,N,03,2,NJ 71,S,71,,00000071__,8.73,02,,01,04,02,02,01,01,04,01,,AT,,5TH AVE,,,,30,25,26,,,N,,83287
2018130318AP00832,MONMOUTH,ASBURY PARK CITY,01/11/2018,TH,0641,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,02,2,NJ 71,W,71,,00000071__,9.09,02,,02,04,02,02,02,05,05,01,,AT,,EIGHTH AVE,,,,30,25,26,40.229520,74.008470,N,,83221
2018130318AP00962,MONMOUTH,ASBURY PARK CITY,01/12/2018,FR,1346,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,01,2,MONMOUTH COUNTY 40 A,S,40,A,13000040A_,.29,05,,01,04,02,02,01,04,04,,100,FE,S,SPRINGWOOD AVE,,,,30,25,26,,,N,,83272
2018130318AP00974,MONMOUTH,ASBURY PARK CITY,01/12/2018,FR,1448,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,CHURCH STREET,,,,,,07,,03,05,02,02,01,02,05,01,20,FE,S,ASBURY PARK,,,,25,,28,,,N,,83278
2018130318AP01060,MONMOUTH,ASBURY PARK CITY,01/13/2018,SA,0158,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,NJ 71,S,71,,00000071__,8.04,02,,01,04,02,02,06,02,04,,25,FE,N,COOKMAN AVE,,,,25,25,26,40.219450,74.022050,N,,83273
2018130318AP01280,MONMOUTH,ASBURY PARK CITY,01/15/2018,MO,0957,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,SPRINGWOOD AVE,W,,,,,07,,01,04,02,01,01,01,05,01,20,FE,E,AVENUE A,,,,25,25,28,40.215370,74.021450,N,,83221
2018130318AP01308,MONMOUTH,ASBURY PARK CITY,01/15/2018,MO,1448,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,MONROE AVE,E,,,,,07,,01,04,02,01,01,05,05,01,75,FE,E,MEMORIAL DR,,,,25,25,28,40.219150,74.013600,N,,83221
2018130318AP01312,MONMOUTH,ASBURY PARK CITY,01/15/2018,MO,1508,01,ASBURY PARK PD,1303,0,0,0,0,P,I,N,N,02,2,EMORY ST,S,,,,,07,,01,04,02,01,01,01,05,01,,AT,,SEWALL AVE,,,,25,25,26,,,N,,83232
2018130318AP01389,MONMOUTH,ASBURY PARK CITY,01/16/2018,TU,1659,01,ASBURY PARK PD,1 MUNICIPAL PLZ,0,0,0,0,P,I,N,N,03,2,FIRST AVE,,,,,,07,,01,04,01,01,03,01,,,,AT,,COMSTOCK ST,,,,25,25,26,40.222470,74.016330,N,,83262
2018130318AP01636,MONMOUTH,ASBURY PARK CITY,01/19/2018,FR,0753,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,08,2,BANGS AVE,,,,13031083__,.52,07,,01,04,02,01,01,01,05,,50,FE,W,LANGFORD STREET,,,,25,25,,,,N,,83150
2018130318AP01703,MONMOUTH,ASBURY PARK CITY,01/19/2018,FR,2050,01,ASBURY PARK PD,,0,2,0,0,I,B,N,N,06,2,THIRD AVE,,,,,,07,,01,04,02,01,06,01,05,01,20,FE,W,PROSPECT AVE,,,,25,25,25,,,N,,83285
2018130318AP01746,MONMOUTH,ASBURY PARK CITY,01/20/2018,SA,0835,01,ASBURY PARK PD,1 MUNICIPAL PLZ,0,0,0,0,P,B,N,N,11,1,NJ 71,N,71,,00000071__,8.15,02,,01,04,02,01,01,01,,,200,FE,S,SUMERFIELD AVE,,,,30,25,,40.218150,74.012620,N,LIGHT POLE 46HPS 2003,83243
2018130318AP01769,MONMOUTH,ASBURY PARK CITY,01/20/2018,SA,1210,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,COOKMAN AVENUE,E,,,,,07,,01,04,02,01,01,01,04,01,100,FE,W,CR 40A,,,,25,30,28,,,N,,83272
2018130318AP01820,MONMOUTH,ASBURY PARK CITY,01/20/2018,SA,2221,01,ASBURY PARK PD,ASBURY PARK,0,1,0,0,I,I,N,N,03,2,SUNSET AVE,,,,13031365__,.06,07,,01,04,02,01,06,01,04,,,AT,,KINGSLEY STREET,,,,25,25,26,40.224720,74.000410,N,,83283
2018130318AP01996,MONMOUTH,ASBURY PARK CITY,01/22/2018,MO,2333,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,07,2,RIDGE AVENUE,,,,,,07,,01,04,02,01,06,01,05,01,,AT,,SPRINGWOOD AVENUE,,,,25,25,26,40.215350,74.024610,N,,83270
2018130318AP02056,MONMOUTH,ASBURY PARK CITY,01/23/2018,TU,1802,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,02,2,LAKE AVE,,,,13031085__,,07,,01,04,02,01,06,01,04,,50,FE,W,EMORY ST,,,,25,25,26,,,N,,83248
2018130318AP02199,MONMOUTH,ASBURY PARK CITY,01/25/2018,TH,1107,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,BORDEN AVE,S,,,,,07,,01,04,02,01,01,01,05,01,150,FE,S,MATTISON AVE,,,,25,25,28,40.216830,74.021620,N,,83185
2018130318AP02337,MONMOUTH,ASBURY PARK CITY,01/26/2018,FR,1418,01,ASBURY PARK PD,,0,2,0,0,I,I,N,N,03,2,SECOND AVE,,,,,,07,,01,04,02,01,01,01,05,,,AT,,EMORY STREET,,,,25,25,26,,,N,,83150
2018130318AP02412,MONMOUTH,ASBURY PARK CITY,01/27/2018,SA,0211,01,ASBURY PARK PD,ASBURY PARK PD,0,1,0,0,I,B,N,N,01,4,MONMOUTH COUNTY 16,W,16,,13000016__,5.91,05,,01,04,02,01,06,01,04,,200,FE,W,COMSTOCK ST,,,,25,25,,40.221240,74.017000,N,,83283
2018130318AP02421,MONMOUTH,ASBURY PARK CITY,01/27/2018,SA,0940,01,ASBURY PARK PD,ASBURY PARK,0,2,0,0,I,I,N,N,03,2,FOURTH AVENUE,,,,,,07,,01,04,02,01,01,01,04,01,,AT,,GRAND AVENUE,,,,25,25,01,,,N,,83278
2018130318AP02460,MONMOUTH,ASBURY PARK CITY,01/27/2018,SA,1652,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,SUNSET AVE,E,,,13031365__,.34,07,,01,04,02,01,01,01,04,01,,AT,,GRAND AVENUE,,,,25,25,26,,,N,,83258
2018130318AP02490,MONMOUTH,ASBURY PARK CITY,01/27/2018,SA,2220,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,DEWITT AVENUE,N,,,,,07,,01,04,02,01,06,01,05,01,350,FE,S,SPRINGWOOD AVENUE,,,,25,25,26,,,N,,83281
2018130318AP02493,MONMOUTH,ASBURY PARK CITY,01/27/2018,SA,2243,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,08,2,SECOND AVENUE,E,,,,,07,,01,04,02,01,06,01,03,,50,FE,E,KINGSLEY STREET,,,,25,25,26,40.220470,74.000780,N,,83279
2018130318AP02532,MONMOUTH,ASBURY PARK CITY,01/28/2018,SU,0310,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,NJ 71,N,71,,00000071__,8.44,02,,01,04,02,01,06,01,04,01,75,FE,N,1ST AVE,,,,30,25,26,40.221650,74.011100,N,,83279
2018130318AP03042,MONMOUTH,ASBURY PARK CITY,02/02/2018,FR,2013,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,SYLVAN AVENUE,S,,,,,07,,01,04,02,01,07,01,05,02,25,FE,N,BOSTON WAY,,,,25,25,26,40.213420,74.020860,N,,83288
2018130318AP03079,MONMOUTH,ASBURY PARK CITY,02/03/2018,SA,0032,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,SUNSET AVE,E,,,13031365__,.34,07,,01,04,02,01,06,01,04,01,20,FE,E,GRAND AVENUE,,,,25,25,26,40.226320,74.004950,N,,83257
2018130318AP03092,MONMOUTH,ASBURY PARK CITY,02/03/2018,SA,0425,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,RIDGE AVE,S,,,,,07,,01,04,02,01,06,01,,,50,FE,N,HECK AVE,,,,25,25,26,40.213230,74.024630,N,,83281
2018130318AP03156,MONMOUTH,ASBURY PARK CITY,02/03/2018,SA,2027,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,COMSTOCK STREET,N,,,,,07,,01,04,02,01,07,01,05,01,,AT,,SEWALL AVENUE,,,,25,25,26,40.220650,74.016980,N,,83288
2018130318AP03281,MONMOUTH,ASBURY PARK CITY,02/05/2018,MO,0744,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,02,2,NJ 71,W,71,,00000071__,9.28,02,,03,04,02,02,01,01,05,01,25,FE,E,GRAND AVE,,,,30,25,26,40.230260,74.003530,N,,83221
2018130318AP03372,MONMOUTH,ASBURY PARK CITY,02/06/2018,TU,0934,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,02,2,NJ 71,N,71,,00000071__,8.51,02,,01,04,02,01,01,01,04,01,50,FE,N,2ND AVE,,,,30,25,26,,,N,,83263
2018130318AP03445,MONMOUTH,ASBURY PARK CITY,02/07/2018,WE,0822,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,08,2,NJ 71,,71,,00000071__,8.24,02,,01,04,02,02,01,02,05,01,50,FE,S,MONROE AVE,,,,30,25,,40.218410,74.012810,N,,83221
2018130318AP03480,MONMOUTH,ASBURY PARK CITY,02/07/2018,WE,1734,01,ASBURY PARK PD,,0,1,0,0,I,I,N,N,02,2,MEMORIAL DR,W,,,13031009__,.47,07,,01,04,02,02,07,02,04,01,,AT,,SUNSET AVENUE,,,,25,25,26,,,N,,83246
2018130318AP03548,MONMOUTH,ASBURY PARK CITY,02/08/2018,TH,1228,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,SUNSET AVE,W,,,13031365__,.80,07,,01,04,02,01,01,01,05,01,30,FE,E,LANGFORD ST,,,,25,25,28,40.228310,74.013180,N,,83221
2018130318AP03688,MONMOUTH,ASBURY PARK CITY,02/09/2018,FR,1531,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,99,1,MEMORIAL DR,N,,,13031009__,.00,07,,01,,02,01,01,01,04,01,5,FE,S,CR 16,,,,30,25,99,40.220070,74.013280,N,,83207
2018130318AP03710,MONMOUTH,ASBURY PARK CITY,02/09/2018,FR,1857,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,13,1,WASHINGTON AVENUE,W,,,,,07,,01,04,02,01,07,01,05,01,100,FE,,RIDGE AVENUE,,,,25,25,26,,,N,,83285
2018130318AP03787,MONMOUTH,ASBURY PARK CITY,02/10/2018,SA,0821,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,MEMORIAL DR,N,,,13031009__,.37,07,,01,04,02,01,01,01,04,01,,AT,,5TH AVENUE,,,,30,25,,,,N,,83287
2018130318AP04026,MONMOUTH,ASBURY PARK CITY,02/12/2018,MO,2107,01,ASBURY PARK PD,ASBURY PARK,0,0,0,0,P,B,Y,N,06,2,GRAND AVENUE,N,,,,,07,,01,04,02,01,07,01,05,,50,FE,N,SUNSET AVENUE,,,,25,25,26,40.226320,74.004950,N,,83288
2018130318AP04097,MONMOUTH,ASBURY PARK CITY,02/13/2018,TU,1810,01,ASBURY PARK PD,1 MUNICIPAL PLZ,0,1,0,0,I,B,N,N,05,4,BLOCK RIDGE AVE,,,,,,07,,01,04,02,01,03,01,05,,50,FE,S,SPRINGWOOD AVE,,,,25,25,26,,,N,POLE #JC28 AP,
2018130318AP04115,MONMOUTH,ASBURY PARK CITY,02/14/2018,WE,0822,01,ASBURY PARK PD,,0,1,0,0,I,B,N,N,03,2,SUNSET AVE,E,,,13031365__,.63,07,,01,04,02,01,01,01,05,01,150,FE,W,MEMORIAL DR,,,,25,30,26,40.227010,74.011550,N,,83221
2018130318AP04149,MONMOUTH,ASBURY PARK CITY,02/14/2018,WE,1258,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,02,2,SPRINGWOOD AVE,E,,,,,07,,01,04,02,01,01,01,05,01,75,FE,E,RIDGE AVE,,,,25,,26,40.215280,74.023600,N,,83221
2018130318AP04159,MONMOUTH,ASBURY PARK CITY,02/14/2018,WE,1416,01,ASBURY PARK PD,,0,1,0,0,I,I,N,N,03,2,FIRST AVENUE,,,,,,07,,01,04,02,01,01,01,05,,,AT,N,NEW STREET,,,,20,20,26,40.223160,74.019600,N,,83228
2018130318AP04172,MONMOUTH,ASBURY PARK CITY,02/14/2018,WE,1606,01,ASBURY PARK PD,,0,1,0,0,I,I,N,N,03,3,MEMORIAL DR,W,,,13031009__,.07,07,,01,04,02,01,01,01,04,01,,AT,,1ST AVE,,,,25,30,26,,,N,JCP&L POLE NUMBER JC677APK - SMALL MARKS FROM VEHICLE ON STRIKING POLE.,
2018130318AP04259,MONMOUTH,ASBURY PARK CITY,02/15/2018,TH,1527,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,NJ 71,,71,,00000071__,8.50,02,,01,04,02,01,01,01,04,,25,FE,N,2ND AVE,,,,30,25,,40.222790,74.010680,N,,83185
2018130318AP04289,MONMOUTH,ASBURY PARK CITY,02/15/2018,TH,2124,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,06,3,DEAL LAKE DRIVE,W,,,,,07,,01,04,02,02,06,02,04,01,,AT,,PARK AVENUE,,,,25,25,26,,,N,,
2018130318AP04444,MONMOUTH,ASBURY PARK CITY,02/17/2018,SA,2210,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,PROSPECT AVE,,,,,,07,,01,04,02,01,06,01,05,,20,FE,S,CHURCH ST,,,,25,25,00,,,N,,83273
2018130318AP04729,MONMOUTH,ASBURY PARK CITY,02/20/2018,TU,1725,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,08,2,PINE STREET,,,,,,07,,01,04,02,01,01,01,05,,40,FE,S,FIFTH AVENUE,,,,25,25,,,,N,,83150
2018130318AP04838,MONMOUTH,ASBURY PARK CITY,02/21/2018,WE,1156,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,08,2,GRAND AVE,S,,,,,07,,01,04,02,01,01,01,05,01,50,FE,S,DEAL LAKE DRIVE,,,,25,25,26,40.229460,74.003810,N,,83213
2018130318AP04960,MONMOUTH,ASBURY PARK CITY,02/22/2018,TH,1321,01,ASBURY PARK PD,,0,1,0,0,I,I,N,N,14,1,COMSTOCK STREET,N,,,,,07,,01,04,02,01,01,01,04,01,,AT,,SEWALL AVENUE,,,,25,25,26,40.220650,74.016980,N,,83207
2018130318AP05445,MONMOUTH,ASBURY PARK CITY,02/27/2018,TU,1305,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,03,2,SEVENTH AVENUE,W,,,,,07,,01,04,02,01,01,01,,01,100,FE,W,GRAND AVENUE,,,,25,25,26,,,N,,83263
2018130318AP05591,MONMOUTH,ASBURY PARK CITY,02/28/2018,WE,1829,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,NJ 71,S,71,,00000071__,8.35,02,,01,04,02,01,03,01,04,01,5,FE,S,CR 16 / ASBURY AVE,,,,30,25,26,,,N,,83258
2018130318AP06045,MONMOUTH,ASBURY PARK CITY,03/05/2018,MO,0948,01,ASBURY PARK PD,1 MUNICIPAL PLZ,0,0,0,0,P,I,N,N,03,2,NJ 71,S,71,,00000071__,8.04,02,,01,04,02,01,01,01,04,01,,AT,S,COOKMAN AVE,,,,30,25,26,40.215970,74.013400,N,,83152
2018130318AP06053,MONMOUTH,ASBURY PARK CITY,03/05/2018,MO,1054,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,OCEAN AVE,S,,,13031088__,.38,07,,01,04,02,01,01,01,05,01,10,FE,S,5TH AVENUE,,,,25,25,,,,N,,83226
2018130318AP06575,MONMOUTH,ASBURY PARK CITY,03/10/2018,SA,1145,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,WASHINGTON AVENUE,W,,,,,07,,01,04,02,01,01,01,05,01,50,FE,E,RIDGE AVENUE,,,,25,25,28,,,N,,83263
2018130318AP06688,MONMOUTH,ASBURY PARK CITY,03/11/2018,SU,0912,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,ATKINS AVENUE,,,,,,07,,01,04,02,01,00,01,05,01,,,,ATLANTIC AVENUE,,,,25,,26,,,N,,83278
2018130318AP06808,MONMOUTH,ASBURY PARK CITY,03/12/2018,MO,1137,01,ASBURY PARK PD,PATROL,0,0,0,0,P,I,N,N,03,2,MEMORIAL DR,E,,,13031009__,.22,07,,01,04,02,01,01,01,04,01,,AT,,3RD AVE,,,,25,25,26,,,N,,83287
2018130318AP06870,MONMOUTH,ASBURY PARK CITY,03/12/2018,MO,2108,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,07,2,MEMORIAL DR,S,,,13031009__,.22,07,,01,04,02,02,06,02,04,01,,AT,,2ND AVENUE,,,,25,25,26,,,N,,83274
2018130318AP06990,MONMOUTH,ASBURY PARK CITY,03/14/2018,WE,1144,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,07,2,MONMOUTH COUNTY 40 A,S,40,A,13000040A_,.21,07,,01,04,02,01,01,01,05,01,,AT,S,COOKMAN AVE,,,,30,30,,,,N,,83226
2018130318AP07226,MONMOUTH,ASBURY PARK CITY,03/16/2018,FR,1309,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,08,2,GRAND AVENUE,S,,,,,07,,01,04,02,01,01,01,04,01,20,FE,S,SUMMERFIELD AVNUE,,,,25,25,26,,,N,,83272
2018130318AP07242,MONMOUTH,ASBURY PARK CITY,03/16/2018,FR,1604,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,RIDGE AVE,N,,,,,07,,01,04,02,01,01,01,05,01,3,FE,S,STRATFORD AVENUE,,,,25,25,26,40.217030,74.024520,N,,83207
2018130318AP07255,MONMOUTH,ASBURY PARK CITY,03/16/2018,FR,1801,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,MONROE AVENUE,E,,,,,07,,01,04,02,01,01,01,05,01,100,FE,W,PROSPECT AVENUE,,,,25,25,26,,,N,,83258
2018130318AP07289,MONMOUTH,ASBURY PARK CITY,03/16/2018,FR,2323,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,SECOND AVE,E,,,,,07,,01,04,02,01,05,01,05,01,100,FE,E,CENTRAL AVE,,,,25,25,00,,,N,,83259
2018130318AP07419,MONMOUTH,ASBURY PARK CITY,03/17/2018,SA,2241,01,ASBURY PARK PD,,0,0,0,0,P,B,Y,N,11,2,RAILROAD TRACKS,N,,,,,07,,01,04,99,01,07,01,,,50,FE,N,SIXTH AVENUE,,,,,25,69,40.228410,74.009780,N,,83288
2018130318AP07586,MONMOUTH,ASBURY PARK CITY,03/19/2018,MO,1453,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,THIRD AVE,W,,,,,07,,01,04,02,01,01,01,05,01,150,FE,E,MEMORIAL DR,,,,25,30,11,,,N,,83221
2018130318AP07810,MONMOUTH,ASBURY PARK CITY,03/22/2018,TH,0922,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,99,2,PROSPECT AVE,S,,,,,07,,01,04,02,03,01,01,05,01,20,FE,S,ATLANTIC AVE,,,,25,25,12,40.215900,74.017780,N,,83213
2018130318AP07823,MONMOUTH,ASBURY PARK CITY,03/22/2018,TH,1339,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,RIDGE AVE,N,,,,,07,,01,04,02,02,01,01,05,01,25,FE,S,SEWALL AVE,,,,25,25,28,40.222280,74.024970,N,,83221
2018130318AP07951,MONMOUTH,ASBURY PARK CITY,03/23/2018,FR,1621,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,NJ 71,,71,,00000071__,8.50,02,,01,04,02,02,01,01,04,01,10,FE,N,2ND AVE,,,,30,25,28,,,N,,83219
2018130318AP07969,MONMOUTH,ASBURY PARK CITY,03/23/2018,FR,1812,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,EMORY ST,,,,,,07,,01,04,02,02,01,01,04,01,100,FE,S,DEAL LAKE DR,,,,25,25,26,,,N,,83255
2018130318AP08003,MONMOUTH,ASBURY PARK CITY,03/23/2018,FR,2328,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,RIDGE AVE,N,,,,,07,,01,04,02,01,06,01,05,01,75,FE,S,SEWALL AVE,,,,25,25,28,,,N,MINOR SCAPE INDENTATION TO PROPERTY BELIEVED TO BE FROM VEHICLE #1,83259
2018130318AP08042,MONMOUTH,ASBURY PARK CITY,03/24/2018,SA,0308,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,LAKE AVE,W,,,13031085__,.35,07,,01,04,02,01,06,01,05,01,100,FE,E,GRAND AVE,,,,25,25,26,,,N,,83259
2018130318AP08080,MONMOUTH,ASBURY PARK CITY,03/24/2018,SA,1425,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,02,2,NJ 71,N,71,,00000071__,8.14,02,,01,04,02,01,01,01,04,01,20,FE,N,BANGS AVE,,,,30,25,26,,,N,,83238
2018130318AP08149,MONMOUTH,ASBURY PARK CITY,03/24/2018,SA,2255,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,04,2,NJ 71,N,71,,00000071__,8.04,02,,01,04,02,01,06,01,04,01,,AT,W,COOKMAN AVE,,,,30,25,26,,,N,,83286
2018130318AP08339,MONMOUTH,ASBURY PARK CITY,03/26/2018,MO,1139,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,02,2,COOKMAN AVE,E,,,,,07,,01,04,02,01,01,01,05,01,60,FE,E,EMORY ST,,,,25,25,26,40.216290,74.010030,N,,83221
2018130318AP08477,MONMOUTH,ASBURY PARK CITY,03/27/2018,TU,1704,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,COMSTOCK ST,N,,,,,07,,01,04,02,01,01,01,05,01,30,FE,N,SUNSET DRIVE,,,,25,25,28,,,N,,83183
2018130318AP08566,MONMOUTH,ASBURY PARK CITY,03/28/2018,WE,1705,01,ASBURY PARK PD,,0,0,0,0,P,B,Y,N,01,2,FOURTH AVENUE,W,,,,,07,,01,04,02,01,01,01,04,01,10,FE,E,RIDGE AVENUE,,,,25,25,26,,,N,,83258
2018130318AP08584,MONMOUTH,ASBURY PARK CITY,03/28/2018,WE,2041,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,MONROE AVE,,,,,,07,,01,04,02,01,06,01,04,,,AT,,RIDGE AVE,,,,25,25,26,,,N,,83248
2018130318AP08625,MONMOUTH,ASBURY PARK CITY,03/29/2018,TH,1144,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,08,2,COOKMAN AVE,W,,,,,07,,01,04,02,01,01,05,05,01,100,FE,E,NJ 71,,,,25,30,28,40.215970,74.013400,N,,83221
2018130318AP08747,MONMOUTH,ASBURY PARK CITY,03/30/2018,FR,1335,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,08,2,MONROE AVE,W,,,,,07,,01,05,02,01,01,01,,01,50,FE,E,RIDGE AVE,,,,25,25,26,40.221120,74.022330,N,,83185
2018130318AP08750,MONMOUTH,ASBURY PARK CITY,03/30/2018,FR,1409,01,ASBURY PARK PD,PATROL DIVISION,0,0,0,0,P,B,N,N,08,2,SUNSET AVE,W,,,13031365__,.00,07,,01,04,02,01,01,01,05,,30,FE,W,OCEAN AVE,,,,25,25,26,40.228630,74.015200,N,,83287
2018130318AP08793,MONMOUTH,ASBURY PARK CITY,03/30/2018,FR,2120,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,RIDGE AVENUE,,,,,,07,,01,04,02,01,07,01,05,01,100,FE,S,CR 16,,,,25,25,26,,,N,,83285
2018130318AP08882,MONMOUTH,ASBURY PARK CITY,03/31/2018,SA,1650,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,05,2,MEMORIAL DR,,,,,,07,,01,04,02,01,01,01,04,01,,,,,,,,25,,26,,,N,,83285
2018130318AP08889,MONMOUTH,ASBURY PARK CITY,03/31/2018,SA,1840,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,08,2,FOURTH AVENUE,W,,,,,07,,01,04,02,01,01,01,05,01,50,FE,W,OCEAN AVENUE,,,,25,25,26,,,N,,83274
2018130318AP08917,MONMOUTH,ASBURY PARK CITY,03/31/2018,SA,2144,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,MONMOUTH COUNTY 40 A,S,40,A,13000040A_,.31,05,,01,04,02,01,03,01,04,01,,AT,,SPRINGWOOD AVE,,,,30,25,26,,,N,,83258
